Model(SKU),Product Family/Collection,Product Category,Product Type,Product Title,Price US,Price CAN
4-161,Bath,Showerheads,Contemporary,Symmons 1 Mode Rain Showerhead,$243.20 ,$264.95 
4-161,Bath,Showerheads,Contemporary,Symmons 1 Mode Rain Showerhead + - Finish Product,$243.20 ,$264.95 
4-161-STN,Bath,Showerheads,Contemporary,Symmons 1 Mode Rain Showerhead + - Finish Product,$340.40 ,$370.85 
4-163,Bath,Showerheads,Traditional,Symmons 1 Mode Showerhead,$54.55 ,$59.50 
4-163,Bath,Showerheads,Traditional,Symmons 1 Mode Showerhead + - Finish Product,$54.55 ,$59.50 
4-163-STN,Bath,Showerheads,Traditional,Symmons 1 Mode Showerhead + - Finish Product,$88.25 ,$96.25 
4-166,Bath,Showerheads,Contemporary,Symmons 1 Mode Rain Showerhead,$115.65 ,$125.95 
4-166,Bath,Showerheads,Contemporary,Symmons 1 Mode Rain Showerhead + - Finish Product,$115.65 ,$125.95 
4-166-STN,Bath,Showerheads,Contemporary,Symmons 1 Mode Rain Showerhead + - Finish Product,$161.90 ,$176.50 
4-174,Bath,Showerheads,Contemporary,Symmons 3 Mode Square Showerhead,$157.55 ,$171.60 
4-174,Bath,Showerheads,Contemporary,Symmons 3 Mode Square Showerhead + - Finish Product,$157.55 ,$171.60 
4-174-STN,Bath,Showerheads,Contemporary,Symmons 3 Mode Square Showerhead + - Finish Product,$220.55 ,$240.30 
4200-ORB,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower Valve and Trim + - Finish Product,$703.45 ,$744.35 
4200-STN,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower Valve and Trim + - Finish Product,$703.45 ,$744.35 
4201-ORB,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower System + - Finish Product,$820.00 ,$868.65 
4201-STN,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower System + - Finish Product,$820.00 ,$868.65 
4202-ORB,Bath,Tub Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower System + - Finish Product,$919.55 ,"$1,021.60 "
4202-STN,Bath,Tub Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower System + - Finish Product,$919.55 ,"$1,021.60 "
4203-ORB,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Hand Shower System + - Finish Product,"$1,136.70 ","$1,206.80 "
4203-STN,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Hand Shower System + - Finish Product,"$1,136.70 ","$1,206.80 "
4205-ORB,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower/Hand Shower System + - Finish Product,"$1,484.55 ","$1,639.40 "
4205-STN,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower/Hand Shower System + - Finish Product,"$1,484.55 ","$1,639.40 "
4206-ORB,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,524.85 ","$1,802.95 "
4206-STN,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,524.85 ","$1,802.95 "
4-221,Bath,Showerheads,Transitional,Symmons 2 Mode Showerhead (Ball Joint Type),$132.75 ,$156.60 
4-221,Bath,Showerheads,Transitional,Symmons 2 Mode Showerhead (Ball Joint Type) + - Finish Product,$132.75 ,$156.60 
4-221-STN,Bath,Showerheads,Transitional,Symmons 2 Mode Showerhead (Ball Joint Type) + - Finish Product,$185.65 ,$219.30 
4-226F,Bath,Showerheads,,Symmons 1 Mode Showerhead (Ball Joint Type),$36.85 ,$40.10 
4-226F,Bath,Showerheads,,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$36.85 ,$40.10 
4-226F-STN,Bath,Showerheads,,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$55.15 ,$60.80 
4-228,,,,Symmons Shower Heads (Ball Joint Type),$35.90 ,$39.50 
4-228,,,,Symmons Shower Heads (Ball Joint Type) + - Finish Product,$35.90 ,$39.50 
4-228-STN,,,,Symmons Shower Heads (Ball Joint Type) + - Finish Product,$57.55 ,$63.30 
42-2DIV,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Dual Outlet Diverter,$314.45 ,$345.00 
42-2DIV,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Dual Outlet Diverter + - Finish Product,$314.45 ,$345.00 
42-2DIV-ORB,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Dual Outlet Diverter + - Finish Product,$393.30 ,$426.75 
42-2DIV-STN,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Dual Outlet Diverter + - Finish Product,$393.30 ,$426.75 
422HS,Bath,Hand Showers,Traditional,Symmons Hand Shower,$280.05 ,$305.20 
422HS,Bath,Hand Showers,Traditional,Symmons Hand Shower + - Finish Product,$280.05 ,$305.20 
422HS-ORB,Bath,Hand Showers,Traditional,Symmons Hand Shower + - Finish Product,$392.05 ,$427.15 
422HS-STN,Bath,Hand Showers,Traditional,Symmons Hand Shower + - Finish Product,$392.05 ,$427.15 
422SA,Bath,Shower Arms and Head Brackets,Traditional,Symmons Oxfordå¨ Shower Arm,$78.15 ,$85.20 
422SA,Bath,Shower Arms and Head Brackets,Traditional,Symmons Oxfordå¨ Shower Arm + - Finish Product,$78.15 ,$85.20 
422SA-ORB,Bath,Shower Arms and Head Brackets,Traditional,Symmons Oxfordå¨ Shower Arm + - Finish Product,$109.30 ,$119.10 
422SA-STN,Bath,Shower Arms and Head Brackets,Traditional,Symmons Oxfordå¨ Shower Arm + - Finish Product,$109.30 ,$119.10 
422SH,Bath,Showerheads,Traditional,Symmons Oxfordå¨ 1 Mode Showerhead,$129.85 ,$274.90 
422SH,Bath,Showerheads,Traditional,Symmons Oxfordå¨ 1 Mode Showerhead + - Finish Product,$129.85 ,$274.90 
422SH-ORB,Bath,Showerheads,Traditional,Symmons Oxfordå¨ 1 Mode Showerhead + - Finish Product,$181.80 ,$384.95 
422SH-STN,Bath,Showerheads,Traditional,Symmons Oxfordå¨ 1 Mode Showerhead + - Finish Product,$181.80 ,$384.95 
422TS,Bath,Tub Spouts,Traditional,Symmons Oxfordå¨ Non-Diverter Tub Spout,$139.20 ,$152.60 
422TS,Bath,Tub Spouts,Traditional,Symmons Oxfordå¨ Non-Diverter Tub Spout + - Finish Product,$139.20 ,$152.60 
422TS-ORB,Bath,Tub Spouts,Traditional,Symmons Oxfordå¨ Non-Diverter Tub Spout + - Finish Product,$194.85 ,$206.15 
422TS-STN,Bath,Tub Spouts,Traditional,Symmons Oxfordå¨ Non-Diverter Tub Spout + - Finish Product,$194.85 ,$206.15 
422W,Bath,Hand Showers,Traditional,Symmons Oxford‰ã¢ Hand Shower,$227.50 ,$330.50 
422W,Bath,Hand Showers,Traditional,Symmons Oxford‰ã¢ Hand Shower + - Finish Product,$227.50 ,$330.50 
422W-ORB,Bath,Hand Showers,Traditional,Symmons Oxford‰ã¢ Hand Shower + - Finish Product,$318.55 ,$462.75 
422W-STN,Bath,Hand Showers,Traditional,Symmons Oxford‰ã¢ Hand Shower + - Finish Product,$318.55 ,$462.75 
4-231,Bath,Showerheads,Transitional,Symmons 2 Mode Showerhead (Ball Joint Type),$93.10 ,$101.50 
4-231,Bath,Showerheads,Transitional,Symmons 2 Mode Showerhead (Ball Joint Type) + - Finish Product,$93.10 ,$101.50 
4-231-STN,Bath,Showerheads,Transitional,Symmons 2 Mode Showerhead (Ball Joint Type) + - Finish Product,$139.75 ,$152.30 
4-236,Bath,Showerheads,Traditional,Symmons 1 Mode Showerhead (Ball Joint Type),$109.40 ,$119.20 
4-236,Bath,Showerheads,Traditional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$109.40 ,$119.20 
4-236-STN,Bath,Showerheads,Traditional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$164.25 ,$178.85 
42-3DIV,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Triple Outlet Diverter,$344.45 ,$377.75 
42-3DIV,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Triple Outlet Diverter + - Finish Product,$344.45 ,$377.75 
42-3DIV-ORB,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Triple Outlet Diverter + - Finish Product,$423.30 ,$459.40 
42-3DIV-STN,Bath,Diverter Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Triple Outlet Diverter + - Finish Product,$423.30 ,$459.40 
423RH,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Double Robe Hook,$56.15 ,$61.10 
423RH,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Double Robe Hook + - Finish Product,$56.15 ,$61.10 
423RH-ORB,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Double Robe Hook + - Finish Product,$84.20 ,$91.75 
423RH-STN,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Double Robe Hook + - Finish Product,$84.20 ,$91.75 
423TB-18,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (18"")",$124.65 ,$135.75 
423TB-18,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (18"") + - Finish Product",$124.65 ,$135.75 
423TB-18-ORB,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (18"") + - Finish Product",$186.95 ,$203.70 
423TB-18-STN,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (18"") + - Finish Product",$186.95 ,$203.70 
423TB-24,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (24"")",$135.05 ,$147.10 
423TB-24,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (24"") + - Finish Product",$135.05 ,$147.10 
423TB-24-ORB,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (24"") + - Finish Product",$202.50 ,$220.60 
423TB-24-STN,Bath,Bath Accessories,Traditional,"Symmons Oxfordå¨ Towel Bar (24"") + - Finish Product",$202.50 ,$220.60 
423TP,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Toilet Paper Holder,$91.35 ,$99.55 
423TP,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Toilet Paper Holder + - Finish Product,$91.35 ,$99.55 
423TP-ORB,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Toilet Paper Holder + - Finish Product,$137.05 ,$149.30 
423TP-STN,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Toilet Paper Holder + - Finish Product,$137.05 ,$149.30 
423TR,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Towel Ring,$89.50 ,$97.45 
423TR,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Towel Ring + - Finish Product,$89.50 ,$97.45 
423TR-ORB,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Towel Ring + - Finish Product,$134.15 ,$146.15 
423TR-STN,Bath,Bath Accessories,Traditional,Symmons Oxfordå¨ Towel Ring + - Finish Product,$134.15 ,$146.15 
4-241,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type),$114.10 ,$124.35 
4-241,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$114.10 ,$124.35 
4-241-STN,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$159.85 ,$174.20 
4-243,Bath,Showerheads,Transitional,Symmons 3 Mode Showerhead (Ball Joint Type),$137.00 ,$150.45 
4-243,Bath,Showerheads,Transitional,Symmons 3 Mode Showerhead (Ball Joint Type) + - Finish Product,$137.00 ,$150.45 
4-243-STN,Bath,Showerheads,Transitional,Symmons 3 Mode Showerhead (Ball Joint Type) + - Finish Product,$191.70 ,$208.95 
4-270F,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type),$123.30 ,$145.50 
4-270F,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$123.30 ,$145.50 
4-282F,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type),$85.25 ,$100.60 
4-282F,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$85.25 ,$100.60 
4-285F,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type),$68.20 ,$80.70 
4-285F,Bath,Showerheads,Transitional,Symmons 1 Mode Showerhead (Ball Joint Type) + - Finish Product,$68.20 ,$80.70 
4-295,Bath,Showerheads,,Symmons 1 Mode Showerhead (Institutional Type),$199.75 ,$235.85 
4-295,Bath,Showerheads,,Symmons 1 Mode Showerhead (Institutional Type) + - Finish Product,$199.75 ,$235.85 
4-295-15,Bath,Showerheads,,Symmons 1 Mode Showerhead (Institutional Type),$199.75 ,$235.85 
4-295-15,Bath,Showerheads,,Symmons 1 Mode Showerhead (Institutional Type) + - Finish Product,$199.75 ,$235.85 
4300-STN,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Valve and Trim + - Finish Product,$547.30 ,$577.60 
4301-STN,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Shower System + - Finish Product,$688.80 ,$728.85 
4303-STN,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Hand Shower System + - Finish Product,$921.75 ,$977.30 
4305-STN,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Shower/Hand Shower System + - Finish Product,"$1,305.90 ","$1,448.80 "
4306-STN,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,362.90 ","$1,558.15 "
43-2DIV,Bath,Diverter Valves,Contemporary,Symmons Serenoå¨ Dual Outlet Diverter,$324.10 ,$355.30 
43-2DIV,Bath,Diverter Valves,Contemporary,Symmons Serenoå¨ Dual Outlet Diverter + - Finish Product,$324.10 ,$355.30 
43-2DIV-STN,Bath,Diverter Valves,Contemporary,Symmons Serenoå¨ Dual Outlet Diverter + - Finish Product,$407.65 ,$444.50 
432HS,Bath,Hand Showers,Contemporary,Symmons Hand Shower,$275.10 ,$291.05 
432HS,Bath,Hand Showers,Contemporary,Symmons Hand Shower + - Finish Product,$275.10 ,$291.05 
432HS-STN,Bath,Hand Showers,Contemporary,Symmons Hand Shower + - Finish Product,$385.20 ,$407.50 
432SH,Bath,Showerheads,Contemporary,Symmons Serenoå¨ 1 Mode Showerhead,$170.75 ,$186.10 
432SH,Bath,Showerheads,Contemporary,Symmons Serenoå¨ 1 Mode Showerhead + - Finish Product,$170.75 ,$186.10 
432SH-STN,Bath,Showerheads,Contemporary,Symmons Serenoå¨ 1 Mode Showerhead + - Finish Product,$239.15 ,$260.50 
432TS,Bath,Tub Spouts,Contemporary,Symmons Serenoå¨ Non-Diverter Tub Spout,$58.10 ,$61.40 
432TS,Bath,Tub Spouts,Contemporary,Symmons Serenoå¨ Non-Diverter Tub Spout + - Finish Product,$58.10 ,$61.40 
432TS-STN,Bath,Tub Spouts,Contemporary,Symmons Serenoå¨ Non-Diverter Tub Spout + - Finish Product,$81.15 ,$86.00 
432W,Bath,Hand Showers,Contemporary,Symmons Hand Shower,$114.40 ,$121.05 
432W,Bath,Hand Showers,Contemporary,Symmons Hand Shower + - Finish Product,$114.40 ,$121.05 
432W-STN,Bath,Hand Showers,Contemporary,Symmons Hand Shower + - Finish Product,$160.25 ,$169.50 
43-3DIV,Bath,Diverter Valves,Contemporary,Symmons Serenoå¨ Triple Outlet Diverter,$354.10 ,$387.95 
43-3DIV,Bath,Diverter Valves,Contemporary,Symmons Serenoå¨ Triple Outlet Diverter + - Finish Product,$354.10 ,$387.95 
43-3DIV-STN,Bath,Diverter Valves,Contemporary,Symmons Serenoå¨ Triple Outlet Diverter + - Finish Product,$437.65 ,$477.15 
433RH,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Robe Hook,$48.35 ,$52.60 
433RH,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Robe Hook + - Finish Product,$48.35 ,$52.60 
433RH-STN,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Robe Hook + - Finish Product,$72.55 ,$79.05 
433TB-18,Bath,Bath Accessories,Contemporary,"Symmons Serenoå¨ Towel Bar (18"")",$107.30 ,$116.90 
433TB-18,Bath,Bath Accessories,Contemporary,"Symmons Serenoå¨ Towel Bar (18"") + - Finish Product",$107.30 ,$116.90 
433TB-18-STN,Bath,Bath Accessories,Contemporary,"Symmons Serenoå¨ Towel Bar (18"") + - Finish Product",$161.00 ,$175.40 
433TB-24,Bath,Bath Accessories,Contemporary,"Symmons Serenoå¨ Towel Bar (24"")",$116.30 ,$126.80 
433TB-24,Bath,Bath Accessories,Contemporary,"Symmons Serenoå¨ Towel Bar (24"") + - Finish Product",$116.30 ,$126.80 
433TB-24-STN,Bath,Bath Accessories,Contemporary,"Symmons Serenoå¨ Towel Bar (24"") + - Finish Product",$174.35 ,$189.90 
433TP,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Toilet Paper Holder,$78.60 ,$85.65 
433TP,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Toilet Paper Holder + - Finish Product,$78.60 ,$85.65 
433TP-STN,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Toilet Paper Holder + - Finish Product,$118.05 ,$128.60 
433TR,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Towel Ring,$77.10 ,$84.00 
433TR,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Towel Ring + - Finish Product,$77.10 ,$84.00 
433TR-STN,Bath,Bath Accessories,Contemporary,Symmons Serenoå¨ Towel Ring + - Finish Product,$115.55 ,$125.95 
4-385,Bath,Showerheads,,Symmons 1 Mode Showerhead (Institutional Type),$133.65 ,$157.55 
4-385,Bath,Showerheads,,Symmons 1 Mode Showerhead (Institutional Type) + - Finish Product,$133.65 ,$157.55 
4400-STN,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Valve and Trim + - Finish Product,$442.60 ,$465.45 
4401-STN,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Shower System + - Finish Product,$650.30 ,$687.30 
4403-STN,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Hand Shower System + - Finish Product,$789.10 ,$835.30 
4405-STN,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Shower/Hand Shower System + - Finish Product,"$1,120.90 ","$1,250.65 "
4406-STN,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,214.75 ","$1,479.15 "
4-412,Bath,Miscellaneous Accessories,,Symmons Body Spray,$58.80 ,$64.10 
4-412,Bath,Miscellaneous Accessories,,Symmons Body Spray + - Finish Product,$58.80 ,$64.10 
4-412-STN,Bath,Miscellaneous Accessories,,Symmons Body Spray + - Finish Product,$94.05 ,$102.55 
4-420,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim,$449.35 ,$449.40 
4-420,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim + - Finish Product,$449.35 ,$449.40 
4-425,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Exposed Metering Shower Valve and Trim,$593.30 ,$708.00 
4-425,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Exposed Metering Shower Valve and Trim + - Finish Product,$593.30 ,$708.00 
4-427,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim,$494.30 ,$531.05 
4-427,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim + - Finish Product,$494.30 ,$531.05 
4-427R,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim,$523.95 ,$624.00 
4-427R,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim + - Finish Product,$523.95 ,$624.00 
4-428,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim,$523.75 ,$656.70 
4-428,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim + - Finish Product,$523.75 ,$656.70 
4-428-R,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim,$538.40 ,$675.55 
4-428-R,Bath,Shower Valves|Shower Systems,,Symmons Showeroffå¨ Metering Shower Valve and Trim + - Finish Product,$538.40 ,$675.55 
44-2DIV,Bath,Diverter Valves,Traditional,Symmons Carringtonå¨ Dual Outlet Diverter,$305.95 ,$335.95 
44-2DIV,Bath,Diverter Valves,Traditional,Symmons Carringtonå¨ Dual Outlet Diverter + - Finish Product,$305.95 ,$335.95 
44-2DIV-STN,Bath,Diverter Valves,Traditional,Symmons Carringtonå¨ Dual Outlet Diverter + - Finish Product,$379.50 ,$414.45 
442HS,Bath,Hand Showers,Transitional,Symmons Hand Shower,$249.70 ,$264.10 
442HS,Bath,Hand Showers,Transitional,Symmons Hand Shower + - Finish Product,$249.70 ,$264.10 
442HSB-LHS,Bath,Hand Showers,Transitional,Symmons Metal Hose,$256.05 ,$270.85 
442HSB-LHS,Bath,Hand Showers,Transitional,Symmons Metal Hose + - Finish Product,$256.05 ,$270.85 
442HSB-LHS-STN,Bath,Hand Showers,Transitional,Symmons Metal Hose + - Finish Product,$358.60 ,$379.30 
442HS-LHS,Bath,Hand Showers,Transitional,Symmons Metal Hose,$170.05 ,$179.80 
442HS-LHS,Bath,Hand Showers,Transitional,Symmons Metal Hose + - Finish Product,$170.05 ,$179.80 
442HS-LHS-STN,Bath,Hand Showers,Transitional,Symmons Metal Hose + - Finish Product,$238.10 ,$251.80 
442HS-STN,Bath,Hand Showers,Transitional,Symmons Hand Shower + - Finish Product,$349.65 ,$369.90 
442SH,Bath,Showerheads,Transitional,Symmons 3 Mode Showerhead,$109.40 ,$119.25 
442SH,Bath,Showerheads,Transitional,Symmons 3 Mode Showerhead + - Finish Product,$109.40 ,$119.25 
442SH-STN,Bath,Showerheads,Transitional,Symmons 3 Mode Showerhead + - Finish Product,$152.50 ,$166.20 
442W,Bath,Hand Showers,Transitional,Symmons Hand Shower,$124.05 ,$131.30 
442W,Bath,Hand Showers,Transitional,Symmons Hand Shower + - Finish Product,$124.05 ,$131.30 
442W-STN,Bath,Hand Showers,Transitional,Symmons Hand Shower + - Finish Product,$173.85 ,$183.75 
44-3DIV,Bath,Diverter Valves,Traditional,Symmons Carringtonå¨ Triple Outlet Diverter,$335.95 ,$368.70 
44-3DIV,Bath,Diverter Valves,Traditional,Symmons Carringtonå¨ Triple Outlet Diverter + - Finish Product,$335.95 ,$368.70 
44-3DIV-STN,Bath,Diverter Valves,Traditional,Symmons Carringtonå¨ Triple Outlet Diverter + - Finish Product,$493.80 ,$447.15 
443RH,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Double Robe Hook,$46.30 ,$50.35 
443RH,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Double Robe Hook + - Finish Product,$46.30 ,$50.35 
443RH-STN,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Double Robe Hook + - Finish Product,$67.65 ,$73.65 
443TB-18,Bath,Bath Accessories,Traditional,"Symmons Carringtonå¨ Towel Bar (18"")",$73.15 ,$79.70 
443TB-18,Bath,Bath Accessories,Traditional,"Symmons Carringtonå¨ Towel Bar (18"") + - Finish Product",$73.15 ,$79.70 
443TB-18-STN,Bath,Bath Accessories,Traditional,"Symmons Carringtonå¨ Towel Bar (18"") + - Finish Product",$109.70 ,$119.55 
443TB-24,Bath,Bath Accessories,Traditional,"Symmons Carringtonå¨ Towel Bar (24"")",$80.80 ,$88.10 
443TB-24,Bath,Bath Accessories,Traditional,"Symmons Carringtonå¨ Towel Bar (24"") + - Finish Product",$80.80 ,$88.10 
443TB-24-STN,Bath,Bath Accessories,Traditional,"Symmons Carringtonå¨ Towel Bar (24"") + - Finish Product",$121.30 ,$132.15 
443TP,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Toilet Paper Holder,$54.60 ,$59.50 
443TP,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Toilet Paper Holder + - Finish Product,$54.60 ,$59.50 
443TP-STN,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Toilet Paper Holder + - Finish Product,$82.05 ,$89.40 
443TR,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Towel Ring,$46.20 ,$49.10 
443TR,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Towel Ring + - Finish Product,$46.20 ,$49.10 
443TR-STN,Bath,Bath Accessories,Traditional,Symmons Carringtonå¨ Towel Ring + - Finish Product,$67.65 ,$73.65 
4-440,Bath,Shower Arms and Head Brackets,Traditional,Symmons Extended Head Bracket,$158.75 ,$266.15 
4-440,Bath,Shower Arms and Head Brackets,Traditional,Symmons Extended Head Bracket + - Finish Product,$158.75 ,$266.15 
4-445,Bath,Shower Arms and Head Brackets,Traditional,Symmons Extended Head Bracket,$167.85 ,$266.15 
4-445,Bath,Shower Arms and Head Brackets,Traditional,Symmons Extended Head Bracket + - Finish Product,$167.85 ,$266.15 
4-451,Bath,Diverter Valves,Transitional,Symmons Push-Button Diverter,$151.70 ,$180.70 
4-451,Bath,Diverter Valves,Transitional,Symmons Push-Button Diverter + - Finish Product,$151.70 ,$180.70 
4-458,,,Transitional,Symmons Dual Outlet Diverter,$140.45 ,$173.50 
4-458,,,Transitional,Symmons Dual Outlet Diverter + - Finish Product,$140.45 ,$173.50 
4-458E-BODY,,,,4 458E BODY,$49.35 ,$54.25 
4-460,,,Transitional,Symmons Triple Outlet Diverter,$171.60 ,$238.45 
4-460,,,Transitional,Symmons Triple Outlet Diverter + - Finish Product,$171.60 ,$238.45 
4-460E-BODY,,,,4 460E BODY,$94.40 ,$102.80 
4-473-LAM,Bath,Diverter Valves,Traditional,Symmons Water Danceå¨ Triple Outlet Diverter,$313.10 ,$334.35 
4-473-LAM,Bath,Diverter Valves,Traditional,Symmons Water Danceå¨ Triple Outlet Diverter + - Finish Product,$313.10 ,$334.35 
4-473-STN-LAM,Bath,Diverter Valves,Traditional,Symmons Water Danceå¨ Triple Outlet Diverter + - Finish Product,$500.95 ,$535.05 
4-500,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Safetymixå¨ Shower Valve,$504.55 ,$529.95 
4-500,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Safetymixå¨ Shower Valve + - Finish Product,$504.55 ,$529.95 
4-5000VT,Bath,Shower Valves|Shower and Tub Shower,,Symmons Visu-Tempå¨ Shower Valve and Trim,$510.65 ,$508.10 
4-5000VT,Bath,Shower Valves|Shower and Tub Shower,,Symmons Visu-Tempå¨ Shower Valve and Trim + - Finish Product,$510.65 ,$508.10 
4-5000VT-STN,Bath,Shower Valves|Shower and Tub Shower,,Symmons Visu-Tempå¨ Shower Valve and Trim + - Finish Product,$791.30 ,$873.20 
